,Species,CommonName,TaxonomicGrouping,FilterRegion,FilterSubRegion,ManagementBody,ManagementPlan,DistributionProjectName
889,Sardinella aurita,Spanish sardine,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,Not for IDW
890,Scomberomorus cavalla,King mackerel,Scombriformes (Mackerels),US East Coast,Southeast US,GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,NMFS/Rutgers IDW Interpolation
891,Scomberomorus cavalla,King mackerel,Scombriformes (Mackerels),US East Coast,Southeast US,SAFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,NMFS/Rutgers IDW Interpolation
892,Scomberomorus maculatus,Spanish mackerel,Scombriformes (Mackerels),US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
893,Scomberomorus maculatus,Spanish mackerel,Scombriformes (Mackerels),US East Coast,Southeast US,GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,NMFS/Rutgers IDW Interpolation
894,Scomberomorus maculatus,Spanish mackerel,Scombriformes (Mackerels),US East Coast,Southeast US,SAFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,NMFS/Rutgers IDW Interpolation
895,Scophthalmus aquosus,Windowpane flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
896,Selene setapinnis,Atlantic moonfish,Carangiformes (Jacks),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
897,Selene vomer,Lookdown,Carangiformes (Jacks),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
898,Sphoeroides maculatus,Northern puffer,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
899,Sphyraena guachancho,Guachanche barracuda,"Carangaria/misc (barracuda, threadfins)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
900,Sphyrna lewini,Scalloped hammerhead,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Not for IDW
901,Sphyrna tiburo,Bonnethead,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,NMFS/Rutgers IDW Interpolation
902,Squilla empusa,Mantis shrimp,Stomatopoda (mantis shrimp),US East Coast,Southeast US,SAFMC,Shrimp Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
903,Stellifer lanceolatus,Star drum,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
904,Stephanolepis hispida,Planehead filefish,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
905,Stomolophus meleagris,Cannonball jellyfish,"Cnidaria (jellyfish, corals, anenomes) ",US East Coast,Southeast US,,,Not for IDW
906,Syacium papillosum,Dusky flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,Not for IDW
907,Symphurus plagiusa,Blackcheek tonguefish,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
908,Synodus foetens,Inshore lizardfish,"Aulopiformes (Grinners, lizardfish)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
909,Trachinotus carolinus,Florida pompano,Carangiformes (Jacks),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
910,Trichiurus lepturus,Atlantic cutlassfish,Scombriformes (Mackerels),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
911,Trinectes maculatus,Hogchoker,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
912,Urophycis earllii,Carolina hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Southeast US,,,Not for IDW
913,Xiphopenaeus kroyeri,Atlantic seabob,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
914,Alopias vulpinus,Thresher,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,,,Not for IDW
915,Cancer irroratus,Atlantic rock crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
916,Carcharias taurus,Sand tiger shark,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,,,Not for IDW
917,Etrumeus sadina,Round herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,Not for IDW
918,Mustelus canis,Smooth dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,NMFS/Rutgers IDW Interpolation
919,Oligoplites saurus,Leatherjacket,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
920,Ophidion marginatum,Striped cusk-eel,Ophidiiformes (Cusk eels) ,US East Coast,Southeast US,,,Not for IDW
921,Sicyonia brevirostris,Brown rock shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,SAFMC,Shrimp Fishery of the South Atlantic Region,Not for IDW
922,Squalus acanthias,Spiny dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,,,Not for IDW
923,Squatina dumeril,Sand devil,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,,,Not for IDW
924,Syngnathus louisianae,Chain pipefish,Syngnathiformes (Seahorses),US East Coast,Southeast US,,,Not for IDW
925,Trachurus lathami,Rough scad,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
926,Upeneus parvus,Dwarf goatfish,Mulliformes (Goatfishes),US East Coast,Southeast US,,,Not for IDW
927,Urophycis floridana,Southern hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Southeast US,,,Not for IDW
928,Urophycis regia,Spotted hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
929,Alectis ciliaris,African pompano,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
930,Carcharhinus brevipinna,Spinner shark,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,,,Not for IDW
931,Gobiosoma bosc,Naked goby,Gobiiformes (Gobies),US East Coast,Southeast US,,,Not for IDW
932,Haemulon aurolineatum,Tomtate grunt,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
933,Hypleurochilus geminatus,Crested blenny,Blenniiformes (Blennies),US East Coast,Southeast US,,,Not for IDW
934,Opsanus tau,Oyster toadfish,Batrachoidiformes (Toadfishes),US East Coast,Southeast US,,,Not for IDW
935,Paralichthys squamilentus,Broad flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,Not for IDW
936,Petrochirus diogenes,Giant hermit,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
937,Porichthys plectrodon,Atlantic midshipman,Batrachoidiformes (Toadfishes),US East Coast,Southeast US,,,Not for IDW
938,Actinauge verrillii,Reticulate anemone,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
939,Actinostola faeculenta,Hobnail vase anemone,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
940,Albatrossia pectoralis,Giant grenadier,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
941,Alepocephalus tenebrosus,California slickhead,Alepocephaliformes (Slickheads and tubeshoulders.),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
942,Alosa sapidissima,American shad,"Clupeiformes (Herrings, anchovy, shad)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
943,Ampheraster marianus,Mariana's island star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
944,Anoplopoma fimbria,Sablefish,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
945,Anthopleura xanthogrammica,Giant green anemone,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,Not for IDW
946,Anthoptilum grandiflorum,Feather boa sea pen,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
947,Antimora microlepis,Finescale mora,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
948,Aphrocallistes vastus,Cloud sponge,Porifera (sponges),US West Coast,West Coast,,,Not for IDW
949,Apostichopus californicus,Giant california sea cucumber,Holothuroidea (sea cucumbers),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
950,Apostichopus leukothele,White-knobbed sea cucumber,Holothuroidea (sea cucumbers),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
951,Apristurus brunneus,Brown catshark,Elasmobranchii: Selachii (sharks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
952,Astropecten californicus,California sand star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
953,Atheresthes stomias,Arrowtooth flounder,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
954,Bathyagonus nigripinnis,Blackfin poacher,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,,,Not for IDW
955,Bathybembix bairdii,NA,Gastropoda (sea snails and slugs),US West Coast,West Coast,,,Not for IDW
956,Bathyraja spp.,Skate complex,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
957,Beringraja binoculata,Big skate,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
958,Beringraja inornata,California skate,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
959,Beringraja rhina,Longnose skate,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
960,Beringraja stellulata,Starry skate,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,Not for IDW
961,Bothrocara brunneum,Twoline eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
962,Brisaster latifrons,Northern heart urchin,"Echinoidea (sea urchins, sand dollars) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
963,Brissopsis pacifica,Pacific heart urchin,"Echinoidea (sea urchins, sand dollars) ",US West Coast,West Coast,,,Not for IDW
964,Cancer productus,Red rock crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
965,Careproctus melanurus,Blacktail snailfish,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
966,Chauliodus macouni,Pacific viperfish,Stomiiformes (Lightfishes and dragonfishes),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
967,Chionoecetes tanneri,Grooved tanner crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
968,Chorilia longipes,Longhorn decorator crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
969,Citharichthys sordidus,Pacific sanddab,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
970,Clupea pallasii,Pacific herring,"Clupeiformes (Herrings, anchovy, shad)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
971,Coryphaenoides acrolepis,Pacific grenadier,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
972,Crossaster borealis,Grooved sun star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
973,Dipsacaster eximius,Extraordinary sand star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
974,Doryteuthis opalescens,California market squid,"Cephalopoda (squid, octopus)",US West Coast,West Coast,PFMC,Coastal Pelagic Species,NMFS/Rutgers IDW Interpolation
975,Dromalia alexandri,Sea dandelion,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,Not for IDW
976,Echidnocerus foraminatus,Brown box crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
977,Eopsetta jordani,Petrale sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
978,Eptatretus deani,Black hagfish,Myxiniformes (Hagfishes),US West Coast,West Coast,,,Not for IDW
979,Eptatretus stoutii,Pacific hagfish,Myxiniformes (Hagfishes),US West Coast,West Coast,,,Not for IDW
980,Eualus macrophthalmus,Big eyed shrimp,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
981,Gadus macrocephalus,Pacific cod,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
982,Genyonemus lineatus,White croaker,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
983,Glyptocephalus zachirus,Rex sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
984,Gonatus onyx,Clawed armhook squid,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,Not for IDW
985,Gorgonocephalus eucnemis,Basket star,Ophiuroidea (brittle stars),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
986,Grimothea planipes,Pelagic red crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
987,Heterozonias alternatus,Canonball sun star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
988,Hippasteria californica,Californian spiny star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
989,Hippasteria phrygiana,Arctic cushion star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
990,Hippoglossina stomata,Bigmouth flounder,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,,,Not for IDW
991,Hippoglossoides elassodon,Flathead sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
992,Hippoglossus stenolepis,Pacific halibut,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Species Managed Under International Agreement - IPHC,NMFS/Rutgers IDW Interpolation
993,Histioteuthis heteropsis,NA,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,Not for IDW
994,Hydrolagus colliei,Spotted ratfish,Chimaeriformes (Chimaeras),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
995,Icelinus filamentosus,Threadfin sculpin,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
996,Lepidopsetta sp.,Rock soles,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
997,Liponema brevicorne,Tentacle shedding anemone,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
998,Lithodes couesi,Scarlet king crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
999,Luidia foliolata,Gray sand star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1000,Lycenchelys crotalinus,Snakehead eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1001,Lycodes cortezianus,Bigfin eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1002,Lycodes diapterus,Black eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1003,Lycodes pacificus,Blackbelly eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1004,Lyopsetta exilis,Slender sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1005,Mediaster aequalis,Vermillion star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1006,Merluccius productus,Pacific hake,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1007,Metacarcinus magister,Dungeness crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1008,Metridium farcimen,Giant plumose anemone,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1009,Microgadus proximus,Pacific tomcod,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1010,Microstomus bathybius,Deep-sea sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1011,Microstomus pacificus,Dover sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1012,Molpadia intermedia,Sweet potato sea cucumber,Holothuroidea (sea cucumbers),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1013,Myxoderma platyacanthum,NA,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1014,Myxoderma sacculatum,Giant slimy star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1015,Nearchaster (Nearchaster) aciculosus,Needle spined fragile star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1016,Neptunea amianta,White neptune,Gastropoda (sea snails and slugs),US West Coast,West Coast,,,Not for IDW
1017,Nezumia liolepis,Smooth grenadier,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,,,Not for IDW
1018,Nezumia stelgidolepis,California grenadier,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1019,Octopoteuthis deletron,Octopus squid,"Cephalopoda (squid, octopus)",US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1020,Octopus californicus,North pacific bigeye octopus,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,Not for IDW
1021,Ophiodon elongatus,Lingcod,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1022,Ophiura sarsii,Notched brittle star,Ophiuroidea (brittle stars),US West Coast,West Coast,,,Not for IDW
1023,Opisthoteuthis californiana,Flapjack octopus,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1024,Pandalus amplus,Deepwater bigeye,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
1025,Pandalus jordani,Ocean shrimp,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1026,Pandalus platyceros,Spot shrimp,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1027,Pannychia moseleyi,Deep sea papillate cucumber,Holothuroidea (sea cucumbers),US West Coast,West Coast,,,Not for IDW
1028,Paralomis multispina,Many spine spider crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
1029,Parmaturus xaniurus,Filetail catshark,Elasmobranchii: Selachii (sharks),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1030,Parophrys vetulus,English sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1031,Pasiphaea pacifica,Pacific glass shrimp,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1032,Pasiphaea tarda,Crimson pasiphaeid,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1033,Peprilus simillimus,Pacific pompano,Scombriformes (Mackerels),US West Coast,West Coast,,,Not for IDW
1034,Periphylla periphylla,Merchant cap,"Cnidaria (jellyfish, corals, anenomes) ",US West Coast,West Coast,,,Not for IDW
1035,Pisaster brevispinus,Giant pink sea star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1036,Platymera gaudichaudii,Armed box crab,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1037,Pleurobranchaea californica,NA,Gastropoda (sea snails and slugs),US West Coast,West Coast,,,Not for IDW
1038,Pleuronichthys decurrens,Curlfin sole,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1039,Pleuronichthys verticalis,Hornyhead turbot,Pleuronectiformes (Flatfishes) ,US West Coast,West Coast,,,Not for IDW
1040,Porichthys notatus,Plainfin midshipman,Batrachoidiformes (Toadfishes),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1041,Pseudostichopus mollis,Sandy sea cucumber,Holothuroidea (sea cucumbers),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1042,Pteraster jordani,Jordan's cushion star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1043,Pycnopodia helianthoides,Sunflower sea star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1044,Pyrosoma atlanticum,NA,"Tunicata (sea squirts, tunicates, salps) ",US West Coast,West Coast,,,Not for IDW
1045,Rathbunaster californicus,California sun star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1046,Rossia pacifica,Eastern pacific bobtail,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1047,Sagenaster evermanni,Evermann's star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1048,Sebastes alutus,Pacific ocean perch,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1049,Sebastes aurora,Aurora rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1050,Sebastes babcocki,Redbanded rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1051,Sebastes chlorostictus,Greenspotted rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1052,Sebastes crameri,Darkblotched rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1053,Sebastes diploproa,Splitnose rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1054,Sebastes elongatus,Greenstriped rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1055,Sebastes entomelas,Widow rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1056,Sebastes flavidus,Yellowtail rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1057,Sebastes goodei,Chilipepper rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1058,Sebastes helvomaculatus,Rosethorn rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1059,Sebastes jordani,Shortbelly rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1060,Sebastes melanostictus and S. aleutianus,Blackspotted and rougheye rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1061,Sebastes melanostomus,Blackgill rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,Not for IDW
1062,Sebastes paucispinis,Bocaccio,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1063,Sebastes pinniger,Canary rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1064,Sebastes saxicola,Stripetail rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1065,Sebastes semicinctus,Halfbanded rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1066,Sebastes zacentrus,Sharpchin rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1067,Sebastolobus alascanus,Shortspine thornyhead,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1068,Sebastolobus altivelis,Longspine thornyhead,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1069,Squalus suckleyi,Pacific spiny dogfish,Elasmobranchii: Selachii (sharks),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1070,Strongylocentrotus fragilis,Fragile sea urchin,"Echinoidea (sea urchins, sand dollars) ",US West Coast,West Coast,,,Not for IDW
1071,Stylasterias forreri,Velcro star,Asteroidea (starfishes) ,US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1072,Tactostoma macropus,Longfin dragonfish,Stomiiformes (Lightfishes and dragonfishes),US West Coast,West Coast,,,Not for IDW
1073,Talismania bifurcata,Threadfin slickhead,Alepocephaliformes (Slickheads and tubeshoulders.),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
